gene
ABCG1
ABCG4
AC005544.1
AC011500.1
AC064874.1
AC073343.1
AC138647.1
ACIN1
ACKR2
ADAM33
ADCY10
ADIG
AGER
AKR1B10
AKR1D1
ALDH6A1
ALK
ALPK3
ALS2CR12
ANGEL1
ANKDD1B
ANKLE1
ANKRD30B
ANKRD31
ANKRD33
ANXA4
AP001024.2
APBA3
APCDD1L
ARGFX
ARHGEF26
ARHGEF38
ARMC4
ART3
ART4
ASB16
ASIC5
ASPN
ATF5
ATG2B
ATMIN
AVIL
AVPI1
AXDND1
BAG1
BBOX1
BCMO1
BCO2
BCR
BDNF
BHMT2
BLACE
C10orf115
C10orf90
C11orf35
C11orf49
C12orf29
C12orf36
C12orf57
C12orf74
C15orf48
C15orf52
C16orf89
C16orf90
C18orf63
C1QTNF3
C1orf111
C1orf146
C1orf167
C1orf170
C20orf24
C21orf128
C22orf34
C3orf49
C5orf34
C8orf12
C8orf56
C9orf50
CA13
CALHM1
CAMP
CASC1
CCDC138
CCDC18
CCDC57
CCDC78
CCNC
CD164
CD207
CD27
CDH13
CDH26
CEP63
CHRNA5
CHTF18
CLEC4F
CLN3
CLU
CNOT6
COL1A2
COL22A1
CORO1C
COX7A1
CRP
CSRP2
CTB-133G6.1
CTD-2267D19.3
CTRL
CTSL
CWC27
CYP2C9
DBF4B
DCDC1
DCHS1
DCSTAMP
DCTN2
DCTN5
DDC8
DDO
DDX52
DDX60L
DEC1
DECR1
DENND2D
DENND5B
DFFB
DHX58
DLK2
DMTF1
DNAI2
DNAJA4
DNAJC15
DNASE1
DPEP3
DPM2
DPY19L4
DRAM2
DSCR8
DUSP11
DYSF
DZANK1
EBF2
ECHDC3
EME1
ENTPD2
ESYT3
EXOC6
EXPH5
FABP1
FAM114A2
FAM149A
FAM185A
FAM222A
FAM227B
FAM69C
FAM73B
FAM83C
FBXO16
FBXO7
FFAR2
FGF6
FHAD1
FLJ27365
FN3K
FRYL
FSIP2
FUT10
GCNT3
GFRAL
GIMAP2
GIPR
GJB2
GJD4
GLI2
GLIPR1L1
GOLGA3
GOLGA4
GPATCH2
GPNMB
GPR115
GPX7
GSTM5
GTF2H1
GYLTL1B
GYS2
HAO1
HEATR5A
HEPACAM2
HINT3
HIST1H4H
HKR1
HMCN2
HORMAD2
HOXA9
HSD11B1L
HSD17B14
HTR3E
ICAM3
IFFO1
IFI30
IFITM10
IL36B
IL4R
IMPACT
ITGA4
ITIH2
ITIH3
ITPRIPL1
JMJD4
KIAA0319
KIAA1551
KIAA1671
KRT13
LAIR2
LAYN
LCE2A
LIFR
LIMS1
LINC00935
LINC00955
LINGO4
LONP2
LPAR1
LRRC17
LRRC69
LRRC8B
LRRIQ1
LSP1
LTBP1
LY75-CD302
LYSMD4
LYZ
MAB21L3
MALRD1
MAML2
MAMSTR
MCUR1
MEF2B
MEF2BNB-MEF2B
MELK
MICALCL
MKI67
MMEL1
MMRN1
MNDA
MORC1
MROH2A
MRPL4
MS4A14
MS4A18
MSRA
MTHFD2L
MTHFSD
MTUS1
MUC19
MYO3A
MYRIP
NDUFA5
NDUFB9
NDUFV3
NEB
NEIL2
NENF
NETO2
NF1
NFE2L3
NGDN
NKD2
NME8
NOTCH4
NOXA1
NPAS3
OAS2
ODAM
OGFRL1
OSBPL3
OSBPL8
OSGIN1
OVCH1
OXNAD1
PABPN1L
PALLD
PAQR7
PBX4
PCDHA11
PCDHGA5
PCGF3
PDE6A
PDIA6
PELP1
PHPT1
PIGG
PILRA
PILRB
PLA2G3
PLA2G4B
PLD2
PLEKHG6
PLK5
PLSCR5
PM20D1
PMP22
POMGNT1
PPP1R9A
PRDM15
PRDM9
PRDX1
PROCR
PRODH2
PROX2
PRR19
PRR25
PSRC1
PTGIS
PTPN21
PTTG1IP
PUS1
PUS7L
RAB44
RAD54L
RDH5
RGL3
RGS3
RGSL1
RP11-1070N10.3
RP11-181C3.1
RP11-293M10.1
RP11-297N6.4
RP11-503N18.3
RP11-552I14.1
