gene
A2M
A2ML1
AAGAB
ABCB1
ABCC9
ABL1
ACAN
ACTA2
ACTB
ACTC1
ACTG1
ACTG2
ACTN1
ACTN2
ACTN4
ACVR1
ACVR2B
ACVRL1
ADAM10
ADCY5
ADGRE2
ADK
ADNP
ADRA2B
ADRA2C
ADRB1
ADRB2
AFF4
AGBL1
AHDC1
AIP
AKAP9
AKT1
AKT2
AKT3
ALK
ALOX5
ALS2CL
AMTN
ANG
ANK2
ANKH
ANKRD11
ANKRD26
ANLN
ANO3
ANO5
ANXA11
AP1S3
AP2M1
AP2S1
APC
APCDD1
APOC3
APP
APPL1
ARCN1
ARF1
ARHGAP31
ARHGEF10
ARID1A
ARID1B
ARID2
ARMC5
ASB10
ASCC1
ASCL1
ASH1L
ASIP
ASXL1
ASXL2
ASXL3
ATL1
ATL3
ATN1
ATP1A1
ATP1A2
ATP1A3
ATP2A2
ATP2C1
ATP6V1B2
ATXN1
ATXN10
ATXN2
ATXN3
ATXN7
ATXN8
ATXN8OS
AUTS2
AXIN2
BACH2
BAG3
BAP1
BARD1
BCL11A
BCL11B
BCO1
BCR
BDNF
BEAN1
BEST1
BHLHE41
BICC1
BICD2
BLK
BMP2
BMP4
BMPR1A
BMPR2
BMS1
BNC1
BNC2
BPTF
BRAF
BRPF1
C1QTNF5
C1R
C9ORF72
CA4
CACNA1A
CACNA1B
CACNA1C
CACNA1E
CACNA1G
CACNA1H
CACNA1S
CACNB2
CACNB4
CACNG2
CALM1
CALM2
CALR3
CAMK2B
CAMTA1
CAPN5
CARD14
CASP10
CASQ1
CBL
CCDC137
CCDC28B
CCDC50
CCDC78
CCM2
CCND2
CCNK
CD164
CD207
CD4
CD96
CDC42
CDC73
CDH1
CDH15
CDK13
CDK4
CDK8
CDKN1B
CDKN1C
CDKN2A
CDON
CEBPA
CEL
CELA2A
CERT1
CFAP57
CFC1
CFHR5
CHAMP1
CHCHD10
CHCHD2
CHD1
CHD2
CHD3
CHD4
CHD7
CHD8
CHMP2B
CHMP4B
CHN1
CHRNA2
CHRNA4
CHRNA7
CHRNB2
CHST8
CIC
CITED2
CIZ1
CLCN2
CLPX
CLTC
CNBP
CNOT1
CNOT2
CNOT3
COL10A1
COL1A1
COL2A1
COL4A1
COL4A2
COL5A1
COL5A2
COL8A2
COL9A3
COMP
COMT
COPA
CORIN
CPT1C
CREBBP
CRELD1
CRY1
CRYAB
CRYBA1
CRYBA2
CRYBA4
CRYBB2
CRYGB
CRYGC
CRYGD
CRYGS
CRYM
CSNK1D
CSNK2A1
CSNK2B
CSRP3
CST3
CTBP1
CTCF
CTHRC1
CTLA4
CTNNA1
CTNNA3
CTNNB1
CTNND1
CTSB
CUL3
CUX1
CUX2
CXCR4
CYCS
CYFIP2
CYLD
CYP1A2
CYP2A6
CYP2B6
CYP2C19
CYP2C9
CYP2D6
CYP3A4
CYP3A5
CYP4F2
DAB1
DACT1
DCAF8
DCN
DCTN1
DDR2
DDX41
DDX58
DDX6
DEPDC5
DGCR2
DHS6S1
DHX16
DHX30
DIABLO
DIAPH1
DICER1
DIP2B
DLL1
DLL4
DLST
DLX3
DLX4
DNAJB11
DNAJB6
DNAJC13
DNAJC5
DNM1
DNMT1
DNMT3A
DPF2
DPP6
DRD2
DSG2
DSPP
DSTYK
DTNA
DVL1
DVL3
DYNC1H1
DYRK1A
DYRK1B
EBF3
ECE1
EDNRA
EED
EEF1A2
EEF1AKNMT
EEF2
EFEMP1
EFHC1
EFTUD2
EGLN1
EHHADH
EHMT1
EIF4E
ELANE
ELN
ELOVL1
ELOVL5
ELP4
EMX2
ENG
EP300
EPAS1
EPB41L1
EPHA2
EPHB4
EPOR
ERBB3
ERBB4
ERF
ERMARD
ESAM
ETV6
EXT1
EXT2
EYA1
EYA4
EZH2
FAAHP1
FAM111A
FAM111B
FAM83H
FASLG
FAT2
FBLN1
FBN1
FBN2
FBXO11
FBXO38
FCMTE2
FDPS
FGF10
FGF12
FGF14
FGF9
FGFR1
FGFR2
FH
FIGLA
FLCN
FLNC
FN1
FOXC1
FOXC2
FOXF1
FOXG1
FOXH1
FOXJ1
FOXL2
FOXP1
FOXP2
FSCN2
FTH1
FUT3
FUZ
FXYD2
FZD2
GABBR2
GABRA1
GABRA2
GABRA5
GABRB1
GABRB2
GABRB3
GABRG2
GAL
GALNT12
GANAB
GARS1
GAS1
GATA2
GATA3
GATA4
GATA5
GATA6
GATAD2B
GDF2
GDNF
GFAP
GFI1
GFI1B
GIGYF2
GJA1
GJA3
GJB4
GLI2
GLI3
GLMN
GLUD1
GMNN
GNA11
GNAI3
GNAL
GNAO1
GNAS
GNB1
GNB4
GPD1L
GPI
GREB1L
GREM1
GREM2
GRHL3
GRIA4
GRIK4
GRIN2A
GRIN2B
GRIN2D
GSDME
GSN
GUCA1A
GUCA1B
H1-4
HABP2
HBG1
HBG2
HCN1
HCN4
HCRT
HDAC4
HDC
HECW2
HIVEP2
HLA-A
HLA-B
HMCN1
HMGCR
HMX1
HNF1A
HNF1B
HNF4A
HNRNPA1
HNRNPA2B1
HNRNPDL
HNRNPK
HOMER2
HOXA11
HOXA13
HOXD10
HRAS
HRG
HSF4
HSPA9
HSPB1
HSPB3
HSPB8
HTR1A
HTR2A
IDH2
IFIH1
IFITM5
IFNL3
IGF2
IKZF1
IL10
IL17F
IL31RA
IMPDH1
IMPDH2
IMPG1
INF2
INS
INSL3
IPMK
IRF2BP2
IRF2BPL
IRF3
IRF4
IRF6
IRF8
ITM2B
JAG1
JAK2
JPH2
JPH3
KANK1
KANSL1
KAT6A
KAT6B
