L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
400	-15.53870583684931	-15.501875249940024	-15.464012067754926	-15.38998925866252	-15.341331294352884	-15.237898357366404	-15.156744491782767	-15.056844175246189	-14.98731407171262	-15.105714739638968	-14.858910109180211	-14.528888119937331	-14.352076812122942	-15.03919711730036	-14.619784110877534	-28.875822139453348	-48.80999678764364
400	-23.344667885747036	-23.3339777768828	-23.241417519621862	-23.27405963316292	-23.23410037670629	-23.073422163769916	-23.032564096970216	-22.98246058480066	-23.006185210215293	-22.959667540146388	-22.975759816482128	-23.324422600981176	-24.015043522922788	-22.83960185717899	-29.4142644132113	-71.58226780785807	-80.52822677877734
400	-15.886732262092575	-15.833045623795957	-15.799691804050765	-15.743238019967345	-15.691426565366283	-15.586995693191616	-15.51236951785926	-15.433305885182373	-15.401981592832348	-15.447475315384208	-15.330430497475763	-15.29093801622513	-15.420441414722982	-15.38349410594138	-16.56396958042245	-48.364573827973835	-65.31543775550652
400	-31.60325647027261	-31.379631760691563	-32.1793956414205	-31.714942527142508	-31.8020184372382	-32.056045118064254	-32.2625185143587	-33.51477116285705	-33.54043707975905	-38.72593736067739	-38.94635930242517	-39.597230784615526	-40.50307106874258	-38.6450315129424	-43.86700444012656	-84.04345614207094	-126.59917850528242
400	-25.277444084550396	-25.23587868133538	-25.205564801725995	-25.15381087890735	-25.104546820709377	-24.977298610640283	-24.95545438116273	-24.97786412491021	-25.031004586720837	-24.858487696064632	-25.1966282325894	-26.115186943490496	-27.290825560572152	-24.77535319683501	-31.366500615061394	-82.97301458225344	-115.69981936639455
400	-20.278635180259233	-20.19859220774411	-20.508217174474968	-20.387644248252037	-20.332769271098364	-20.096548105852477	-21.061890944505503	-21.419357379636203	-21.84927843807007	-23.094849815295884	-27.384910956307838	-26.88769360680219	-26.514326619349553	-27.636580994584246	-26.115841000854427	-31.6891216417003	-40.25443829284928
400	-10.196451629502848	-10.155686568250836	-10.111791574476314	-10.047084285766996	-9.993617279988573	-9.893221198115443	-9.803195287100777	-9.709202881449336	-9.646822923030427	-9.755174764674472	-9.507749694163019	-9.16299070031549	-8.953091647672496	-9.691618259802851	-9.01207423322325	-18.35489936438678	-30.92464603285316
400	-9.1000196796748	-9.058360233984745	-9.016209734993204	-8.946578610866817	-8.890379834798036	-8.795727809738159	-8.70033305434576	-8.577754520822912	-8.49037133802601	-8.656559490376395	-8.298548598097147	-7.707328131312895	-7.236293998002893	-8.595026511162844	-6.558775983645517	-10.416603206997737	-17.349628067864902
400	-62.4532306013664	-62.9559200606054	-62.50448806276646	-63.603131298957635	-65.41709275781695	-69.36412442020217	-70.63493743878004	-71.01435002984772	-73.70956825382869	-73.7676175030001	-85.48282499528484	-86.91265388893116	-89.08518129554008	-85.06937682710905	-97.21657541525013	-127.97923034604332	-157.45669301224768
400	-49.73218765354903	-49.65422236732698	-49.82738170632896	-49.59475580827074	-49.93289097580924	-49.93401336978839	-50.8463933658407	-51.1776537211081	-51.36665171073015	-50.071218834353004	-52.586592754736536	-66.77081805460263	-67.50799750353052	-66.07101183335385	-71.51134886182113	-115.82491461119199	-142.9238634916261
400	-37.85508902856418	-37.94188283788107	-37.61048741111387	-38.446157710483995	-37.840023630619335	-39.35302280550285	-44.62495060909891	-39.9924855692021	-44.62553437657737	-44.525455443145624	-44.62241093374743	-45.076412496581405	-45.90176664072402	-44.484019297186364	-51.529697142855305	-90.21751591357982	-114.2857013160202
400	-40.92074340175909	-40.557434801467465	-41.382670821142156	-41.40384510643035	-41.29443439303741	-40.87855098637766	-41.02455851576146	-41.82609410144699	-42.14997118096399	-41.77441054516773	-48.72080586939265	-49.35456216706378	-50.56719879717958	-48.483556229050585	-63.63248707520554	-94.93236069356661	-121.4102612009264
400	-23.73902275180696	-23.696149464448737	-23.612772278958058	-23.624064238011684	-23.566699445991667	-23.449793496231997	-23.39045152814299	-23.37566809510798	-23.34325531118835	-23.31403045677795	-23.366200801651868	-23.816610215109133	-24.579311619521974	-23.230039029651614	-29.128929579248318	-70.81971293706387	-92.98299786184819
400	-17.644733063895636	-17.607235680560866	-17.566599910200388	-17.520970781968398	-17.463410684065227	-17.343745195615455	-17.294361084170173	-17.257950617669817	-17.252807914332145	-17.220111342007964	-17.260173568560656	-17.582531667177538	-18.08848544416061	-17.14864037634899	-20.28707883884841	-53.81881633341024	-79.13247100781462
400	-43.579659733341444	-43.56681408465383	-43.396094340903396	-44.03076771355027	-44.089770813391986	-44.04419388780968	-44.76815508203048	-45.47498195183836	-46.20693492874232	-50.97070465350286	-52.33829428671969	-60.27250052561605	-61.33487572926459	-59.0614310712571	-65.15339276201924	-113.93220832085426	-146.47832391021984
400	-33.18571076919585	-33.221515886569165	-32.81822096753927	-33.26502101775708	-33.28407270016033	-33.08571698373956	-34.36951217456244	-34.37093164049626	-35.790069278518956	-40.26762112080977	-40.51719744006595	-41.20527705118261	-42.12910863093982	-40.19947394688121	-45.91193160172593	-88.25834535472575	-118.45156516055033
400	-25.223237737082577	-25.159734657254365	-25.111470033382275	-25.07001360516887	-25.01047461620506	-24.898101511996636	-24.863745922030482	-24.861496585440033	-24.895939266215628	-24.77500679447777	-24.995994585426796	-25.662242116809633	-26.576514537482627	-24.670690677332033	-30.60342242560965	-83.64747703616999	-101.23312499479496
400	-28.72908832086151	-28.66984549700851	-28.66987836163408	-28.59620957848298	-28.504830606609072	-28.437589563307604	-28.334302419271115	-28.327221112474163	-28.31639416425262	-28.295437625016167	-28.34523618484391	-28.59011914561048	-29.142536926749823	-28.172009222051276	-34.56482258895873	-72.34065025968171	-81.91988236746882
400	-27.762714924196906	-27.65972949460597	-27.694704545133263	-27.67746672450172	-27.570302858413665	-27.544144523107573	-27.55888586834253	-27.472382822756668	-27.48332134308072	-27.39732149057226	-27.591949991172857	-28.522658439321855	-29.94885907775569	-27.26128348031522	-40.966259906368194	-77.04911185325892	-89.59254256805556
400	-44.15414995133472	-44.66536481135294	-45.03601164339009	-44.211667532387715	-45.575958530916026	-51.85907054425942	-47.596263374888245	-53.26907184447988	-53.292032493113794	-58.52327551093832	-58.611456751163416	-58.966620265347956	-59.51180501203563	-58.46565882734911	-62.083526550862814	-96.78170007622913	-125.03579544407637
400	-16.295080697013752	-16.253044258513132	-16.2157047849219	-16.16379393678212	-16.098783722205155	-15.989985491604923	-15.92757161014213	-15.837427756366559	-15.785862776152088	-15.85894931758775	-15.696341887750767	-15.559859881936719	-15.574350922199553	-15.793724184923317	-16.395186786666017	-38.69801136675743	-50.17018465806166
400	-18.646361006277733	-18.56377416901718	-18.496897214725017	-18.441361789160393	-18.464887140566052	-18.252699239270747	-18.395052887776984	-18.177931332023395	-18.23812513172317	-18.2676671055146	-18.15995102420434	-18.57389114814566	-19.312539937513456	-18.07273844043125	-30.162063495090493	-42.33868999190329	-57.02197004889326
