L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
130	-16.143599570493386	-16.09335786784296	-16.112205783565003	-16.08869693436361	-16.07047895753193	-16.030435194073995	-16.040687155958096	-16.044594719821472	-16.07412821263398	-15.987950044205018	-16.138694327464286	-16.582619428337317	-17.094888724879237	-15.973222670156739	-19.06224264111848	-50.48964743050808	-55.10562806129742
130	-7.82515999940955	-7.811697550339953	-7.802025542975886	-7.7791552234205215	-7.7641989422381945	-7.726335531226313	-7.710546134136457	-7.697497135990181	-7.69269157142874	-7.6854311177006664	-7.699336310648272	-7.791758633661243	-7.943206621367748	-7.662585805253606	-8.611604197217135	-15.965984673407496	-24.109967159440572
130	-17.54761710453458	-17.440905600654883	-17.54842544990491	-17.458917229315187	-17.437088272058237	-17.410433699850273	-17.439735280580788	-17.391404232307348	-17.45127496790376	-17.345284069217776	-17.55084384815914	-18.26825059824633	-19.301507723311296	-17.262899432352082	-29.454280714613866	-35.71611655085791	-42.45958983199813
130	-4.349938792091505	-4.336488759888604	-4.32242108142987	-4.300268620885574	-4.281607921869136	-4.251324600724217	-4.220426327197153	-4.182356849409773	-4.154922492768581	-4.206815495741212	-4.093441252596796	-3.908455609337161	-3.761578742294476	-4.186264596568655	-3.5454106711425943	-4.5841230372725805	-6.626135191220375
130	-5.293291468646039	-5.278977269120872	-5.265487850643716	-5.244666289980157	-5.22715858590633	-5.194262220451888	-5.168417873437347	-5.141137270676387	-5.12471118369816	-5.150312267569477	-5.088342170390773	-5.0124883401548095	-4.98152767581965	-5.12926738251519	-5.0805378459860115	-7.712329189802335	-11.15848693055622
130	-13.451698645233957	-13.443385748751409	-13.427773153780668	-13.41300011425877	-13.403736940076627	-13.356380044959838	-13.332335888468277	-13.338965018715092	-13.351580444362355	-13.311058484983445	-13.370695335421804	-13.583383063599522	-13.874660858896723	-13.291756181429502	-15.00019597016048	-30.292428563315003	-47.10086684198511
130	-9.586340152662954	-9.571311927094754	-9.559682819830847	-9.53647816458081	-9.521662991528954	-9.485787947847676	-9.462144408061139	-9.432443530680416	-9.413675403288545	-9.440258429832317	-9.387030633431136	-9.328805200814331	-9.320878722503618	-9.420057006112753	-9.555361802291802	-14.265215745446547	-19.762990984559664
130	-20.970302366957327	-20.966888681749538	-21.00695235636108	-20.95257320449804	-20.964441638716625	-20.866563459131758	-20.886027795132993	-20.92833815702056	-20.97961439272632	-20.899657800255824	-21.11294911728603	-21.846856136027757	-23.036260184265053	-20.672638932120787	-30.160958603972112	-50.76042501810833	-68.24880607320853
130	-11.866616857145477	-11.845015207455038	-11.843177577957485	-11.810091494694975	-11.798935913728037	-11.764220050662779	-11.75248460894283	-11.741828200816869	-11.744076474946986	-11.725984130237324	-11.765915775391033	-11.912879971832378	-12.154122272179814	-11.69400586989327	-13.105432707195385	-31.47578509395878	-37.76442865811171
130	-10.497618977731218	-10.485709933447321	-10.473062821335546	-10.468749133693798	-10.438139129081462	-10.39851156540039	-10.389172073360776	-10.367348239118495	-10.361535574864089	-10.360637667658073	-10.352840260564427	-10.426453077055093	-10.55091188508604	-10.338956449001445	-11.199098940219738	-26.19124947593647	-28.575966373658744
130	-18.104500417413448	-18.090186217888284	-18.34863051489476	-18.327808954231205	-18.885665395060947	-19.44055569450862	-19.41471134749408	-20.303721476607272	-25.585612756177063	-25.611213840048375	-25.54924374286967	-25.473389912633706	-25.442429248298545	-25.590168954994088	-25.541439418464908	-28.173230762281232	-31.619388503035115
