L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
5000	-120.27170998498502	-120.43476314325214	-119.91077537667579	-120.38172968853077	-119.71606889803554	-131.52048672039632	-132.4122941218114	-132.5124209348064	-134.45733403815632	-140.57650291210598	-151.23162852794223	-152.41185292611283	-156.46481229286388	-151.02169830784163	-188.0266343691709	-503.57068594508365	-712.0508027864852
5000	-140.75397891871353	-140.19758234340884	-138.6415218451849	-140.81095761621214	-140.5558259933914	-143.72753536123247	-143.85098204185047	-149.92256642998768	-156.32582381001046	-165.0167388508688	-166.11338115347183	-171.5749548636342	-182.40978713497978	-163.8883884266581	-238.60808983241932	-617.7538739323828	-878.7751535075082
5000	-149.95731217600235	-149.01123848627415	-150.6170147052682	-149.79315519258964	-150.37682089419195	-155.55001732020597	-162.309773220586	-168.31922997843037	-174.77059355101443	-183.85965559965865	-198.0171626937959	-206.0554458229229	-211.894466666885	-204.09185849658618	-238.29037616153	-540.166936064892	-763.1120432369225
5000	-141.29699048772943	-142.02669374788348	-143.23037715059183	-143.73049048270227	-142.55282669733722	-155.70746151420843	-155.4718156729528	-159.64488280826788	-159.94127530924973	-159.38791259656278	-161.70022480380618	-175.26257138910816	-180.03684530597624	-173.80239731688997	-225.11129050988282	-538.5134692839334	-764.1920729662929
5000	-157.1991292738852	-158.24920955165132	-160.44255900319632	-160.6977339866049	-160.55584517918743	-178.8479727122305	-180.4262524203995	-192.79510204623807	-188.27695776717027	-200.42659199742425	-215.74151083841346	-222.41337990309577	-227.5761339800488	-219.51318788342715	-259.2267704166269	-625.6595006987734	-886.9865605179909
5000	-191.39498058974493	-191.0673719631729	-192.33625886825962	-193.38959421551348	-192.47721133662944	-213.6667115007546	-215.21230597538855	-221.9806174854323	-246.93917698376345	-245.8379949451441	-249.85129753337867	-260.60774119669935	-275.5402624010525	-259.6041193980399	-339.7753170977036	-663.6766977303823	-911.3700340504694
5000	-164.8979836891176	-166.84776844216464	-166.58078229104487	-167.57894419145023	-169.1379111486659	-194.0733676090221	-193.87428652786753	-198.09806773123307	-215.83967467726296	-219.8014034436447	-227.90940721585008	-235.49763915730912	-243.71113145212615	-240.0279464982242	-266.26070860000226	-554.4155519419398	-780.8912972462499
5000	-156.8173832232013	-157.3597411538409	-156.30872968433172	-158.8392648337131	-158.212757904101	-168.5882907037202	-165.46915621185357	-176.43945500258437	-186.06504516320285	-196.4833878112186	-198.52868589019369	-214.679672356235	-226.46606669182876	-212.77161413919558	-258.65621534499365	-533.1076705646229	-748.5963483036506
5000	-105.00842230815837	-105.12689408221935	-104.87593901363911	-104.86308450895547	-104.58555794662351	-105.70622956931312	-111.64287181806485	-112.06528003244131	-117.97035502555153	-123.24632456178679	-129.54493034968783	-130.070774106991	-133.12216112444332	-129.43572900834008	-161.00630706450391	-475.1106260084351	-692.725166530415
5000	-172.1811431264976	-173.3268936991214	-173.55391605549082	-172.75334279719166	-172.52097154203253	-186.37609984467073	-193.0048816332497	-200.1676421447888	-196.0195106832213	-207.51633662329246	-219.61991318265052	-226.83994118947692	-233.3599405134671	-226.06718331936094	-288.88670107324094	-508.3806754134655	-694.745374291942
5000	-86.89266844551925	-86.7692406167034	-87.22798962833974	-88.14553615890175	-86.68533123759373	-87.43188186783263	-88.27727330352253	-95.77974814923037	-100.05208608975344	-104.78853951722829	-104.50641688969779	-107.907405577949	-107.5180194278977	-111.56439132693257	-115.41555490209285	-332.22315884274013	-526.4679512657591
5000	-138.42364799139557	-139.14320604473235	-138.9282455511486	-139.4099307167403	-138.64658390638772	-147.7198076636341	-144.92768430179981	-146.3374600667473	-151.0601279121052	-172.63849927616513	-174.31236068364794	-185.01374684259497	-193.49801833897604	-179.106044991552	-247.80013890406136	-585.4216104136799	-840.7139148294219
5000	-119.04274896942783	-120.95711958456627	-120.53613170421733	-119.07745568226365	-121.19759362311714	-127.26028115463394	-127.9341438941831	-131.65765611261173	-136.9110862340599	-135.90019296437973	-136.28121514049818	-145.16624014094182	-149.95738865032396	-143.58373273217666	-178.38103201814445	-491.9475460200228	-707.7057648705303
5000	-115.4343843988795	-115.39119157580639	-116.56655663683244	-116.12850569238904	-117.95800187789467	-126.79257501811811	-135.86431170683954	-135.6238383766111	-138.24402317253623	-147.43722859408962	-148.10402621999717	-153.13934233241787	-155.29583811349812	-153.7195470457809	-179.39583839449418	-426.56084682170587	-646.9162738563634
5000	-131.69157326869995	-131.80664866151474	-131.46174321240278	-133.0518058088917	-133.4751609441117	-138.74915598248242	-139.28987657879367	-142.10488986927925	-150.98841600518355	-159.9920593785282	-169.7477344061555	-179.31059694958154	-192.28753329526452	-173.8212685997706	-220.299345703944	-611.9407245704543	-867.4174467658133
5000	-105.7263831113767	-106.2416004183356	-106.22216943614725	-104.63080085774861	-105.00988516931751	-111.22464527582977	-111.73478607702727	-116.68954823452927	-116.37571335058699	-117.8732714927234	-122.58179756917772	-124.52557193241988	-133.44103718409096	-139.08226725146315	-142.3975485083857	-339.12972104542473	-520.0350796057426
5000	-108.88909781004203	-108.40415268144957	-107.56071593472875	-108.55401919939213	-108.88643591548927	-107.8139758484969	-109.80842811315603	-116.02002421030514	-117.92517965443356	-121.28390213037676	-130.30165441165457	-138.07040350206674	-153.16048555600995	-139.25820894132872	-170.42927227231158	-444.1845012607492	-643.5536447853177
5000	-167.06036269813254	-167.10528645371957	-167.4104336135264	-170.00078453135907	-171.01010981624913	-197.82045770474286	-184.949796131889	-211.39801891192334	-213.48984226363166	-228.1487874729089	-230.79926112727622	-240.09080813816854	-249.13109286380933	-243.3606222563398	-279.3106053971212	-512.5140566259577	-747.9812544436877
5000	-91.17212373840165	-90.13614011701073	-91.06091515613153	-89.63410274140062	-90.0329595032313	-96.95287395639795	-91.80186926447264	-97.91253944594712	-102.63625843460926	-108.04219685272747	-108.84958343952184	-111.23278097701143	-110.9386510674974	-114.72513543294676	-119.13634536563606	-315.77604075540654	-506.71805847518635
5000	-133.1409597099789	-134.71196841687657	-134.66024726263007	-134.19426169278853	-135.3218818006889	-142.58087383240357	-152.85524502015173	-148.12894454598887	-159.16922916498828	-158.10883017059936	-161.50159420485716	-177.19589685438046	-185.66190943920824	-173.3175730057783	-222.7957682690109	-538.1028377570344	-800.9906137045383
5000	-117.62657378398183	-117.47360777086183	-116.52799362269774	-117.25107586949805	-116.38293277934696	-116.99216837548185	-123.05723693919761	-125.4347160648938	-122.34231193078745	-138.2319419890818	-143.87483344767116	-152.05458929941383	-155.6057680606218	-151.20028622697254	-185.23317635904567	-508.24715927156916	-750.2251083169776
5000	-146.56751851473436	-145.67486326154628	-146.07484733268421	-147.01376672091698	-148.8491845082553	-164.37403903358086	-159.99751415081215	-172.2106953493382	-168.4018650881732	-176.89029618002462	-180.62475871446637	-190.21946553001615	-199.31501656932534	-183.19966848384973	-245.97964982394188	-638.9269272099059	-907.7880799425855
5000	-131.2476099815037	-131.3293743377465	-131.2941084229671	-130.97660104555936	-131.4544549389722	-132.91952815349396	-133.52666567808927	-147.9815807042686	-149.2249929963868	-155.10855555969025	-168.17173678736557	-178.2289063975642	-188.48300657744366	-180.31367755630495	-215.1759342854521	-520.194858822478	-749.6175686763621
5000	-166.43749087295316	-167.12093518433838	-167.8510415670455	-169.68166269031815	-168.7288406000615	-178.8008883876319	-186.4603507492348	-201.99734662139835	-188.14492625328205	-202.99273820630938	-210.5384558980205	-227.3206651033804	-236.51486813600695	-221.45854812460038	-287.980037275823	-647.7864228530096	-929.3253854927037
5000	-104.44206752264114	-104.07697594801225	-102.93084739597245	-103.03851174444092	-104.82111938870501	-114.15792783849666	-110.0149843366942	-114.82100082957032	-117.35745879448582	-121.31015160957892	-123.37107569403096	-132.89736119905177	-140.99147148256986	-131.33662443075283	-163.58031606127946	-485.36142133291867	-731.8377937933856
5000	-106.96539286639909	-106.91346318928217	-105.86889939725583	-106.49697747529063	-106.15161403344457	-107.31699810076627	-108.41301221363176	-113.42331699291898	-123.41823754457681	-123.47800409189827	-123.11673655238775	-125.01848733434741	-130.56183961208362	-122.32185984563421	-173.09256637335412	-463.23038152221454	-699.1513354504414
5000	-139.9072542378956	-140.78676308999914	-139.65481996187364	-140.0790163325029	-142.08738562347168	-145.07934826916414	-155.47495743021182	-157.20341040291933	-164.2310842272459	-166.10806258090417	-188.82892865970982	-192.1828852883623	-204.7217988150031	-188.16716605676172	-236.1669483885365	-536.2116449967934	-800.8672945153211
5000	-155.1906499192778	-155.74461904111755	-157.208790401324	-157.5388692339937	-158.7116039734487	-167.28098450507017	-177.7852550242807	-181.15223128036018	-186.44396480791227	-195.0360379913981	-197.87496290323926	-215.5898731495288	-227.72421853216073	-213.25490317057697	-264.3835230653879	-516.30703338364	-757.7859095285698
5000	-148.67698556772686	-146.9235847706685	-147.29823205724205	-154.8098903840047	-150.608728749453	-164.09948061095483	-166.82358065476296	-172.66647885509087	-180.790771943374	-194.78405317194668	-196.91135143702874	-207.1335481575923	-216.1433477306255	-209.23134298728738	-248.50282281732754	-583.0760814068932	-852.5589144012866
5000	-121.9147813635352	-121.08554257743828	-121.86825609511867	-120.47526427551071	-120.4853434495842	-120.40015613418619	-126.33648382571954	-127.19362407217865	-128.59542557228775	-127.10699857668226	-132.5383204428596	-158.07485837806885	-162.96963266912078	-155.304013112587	-193.6581704062369	-577.5932830998261	-796.4996517985843
5000	-109.7406833982822	-108.5841648405501	-108.5827688988475	-108.06137019976022	-107.51066871770215	-108.20673515904312	-108.33009417690283	-112.74676770055326	-113.11895149025936	-111.76409480830763	-114.09954573742415	-128.0827466921073	-141.3744100470737	-121.3359690534699	-175.58315468349346	-565.9278832789194	-807.8765367195239
5000	-128.36997108110228	-129.08980725435805	-127.77535712446029	-130.190768916096	-130.59535463224003	-140.60225976894637	-141.1657578155307	-141.95962648540075	-144.80127249020506	-153.93407397110883	-156.65070411889843	-166.7686892641311	-179.35990480612116	-166.32283066668748	-207.8670642745957	-466.34346816568876	-686.1818820505945
5000	-108.41565039666948	-108.3030955349762	-107.16388064855823	-107.8403939292219	-107.61931261328115	-114.1342149065481	-109.33763343521967	-114.96535447378963	-120.60144757258624	-126.23312851086301	-128.40629495904093	-137.712433068798	-143.50280766124246	-133.29328268523986	-176.06557178393436	-543.3483892434077	-821.3695745997011
5000	-163.20884072604593	-164.5637389175227	-163.99946348863807	-163.3059002651175	-166.04996786962013	-182.93180030437293	-184.86365613060968	-182.22579713150284	-180.50411737379065	-192.39436138355364	-206.59862767314544	-219.05043169028124	-243.14524051230566	-218.40382710589404	-277.46368018871806	-564.515213647299	-776.954728351419
5000	-138.14565042274958	-136.90212077423453	-137.78213996751518	-136.93206595865672	-137.5371647901404	-140.94658560065756	-152.88633249733243	-149.6203785503305	-165.66133537576712	-170.50756916305335	-172.7841606946984	-181.5336281436202	-194.60651015778097	-177.82133321744064	-227.25240072164982	-487.84922060915613	-714.2585154611638
5000	-158.7299045530786	-158.20672618602555	-158.06584617876396	-159.29960895485868	-158.63288453837114	-167.19596887186762	-162.51392962450998	-174.94313382295053	-179.945240518766	-191.6694606992336	-191.89002962189795	-197.19771498705762	-206.68597550941064	-192.74456792747702	-268.8669135937484	-563.0112796240819	-753.0113972014353
5000	-160.9535456563596	-162.95242940410535	-164.20332556939044	-162.32280571942007	-163.03521143029675	-176.311162198237	-183.17550897146953	-186.1214539926256	-197.5269056636166	-194.71000728191527	-206.71797129996776	-236.12519050375113	-247.1279384687839	-233.31649366678846	-271.53057039682204	-538.5432897240917	-770.3172285531847
5000	-125.3798508969102	-123.46743437018061	-123.70561254382443	-123.506735019946	-123.6193220847505	-125.92696324258874	-126.95248480186848	-127.98044280406191	-129.44036534402858	-149.45807148659085	-150.07287391209277	-154.24266665580737	-162.72490258800937	-148.362004568576	-223.91207548336357	-575.4554111269179	-847.7965175268428
5000	-172.6900141276394	-175.0665273124253	-174.6576932010489	-174.1305724104944	-178.7169861642992	-187.67621755224576	-194.8117158644517	-214.65941674426995	-214.9995419177506	-231.12779156320423	-238.6747446415438	-252.02953580968315	-257.24851235363525	-249.4068477952604	-308.52718775582787	-597.501636596486	-848.4618066768849
5000	-162.26645971814844	-160.83162097397184	-161.67327245584897	-164.10067123994273	-163.60977561243624	-182.09122935268897	-179.36418021614705	-186.81471506886376	-194.53920714739178	-215.29905466512616	-215.39260392410975	-218.4454947561821	-226.9476579930282	-222.8862400183341	-252.51931389046914	-569.1191111008221	-791.6892068230148
5000	-109.00086423157751	-110.51196745743167	-109.00802955379056	-109.14051288889783	-109.62514405609542	-119.01759542353872	-118.23984618641047	-117.38107192532088	-117.16484377031115	-117.36392904875082	-116.77975843969455	-118.76551149505579	-124.2534084471309	-116.02608011821322	-179.35371335973977	-462.73854784095147	-674.5376789666738
5000	-87.42924679400576	-87.32612304734688	-87.18181103512691	-87.00811526603749	-86.57024367741184	-86.64703250408469	-91.40506479068283	-91.39610622410058	-92.73953906870626	-93.04524395561634	-99.1271756379092	-105.60619312691882	-112.8552652086433	-113.08316450861737	-126.24129175243725	-379.8519006701253	-611.15467282217
