L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
10000	-94.91820981987905	-93.91725319812993	-92.85773726427199	-91.1103312217169	-89.67632046861048	-87.34463360564963	-84.91396419754757	-81.7980914904119	-79.51676040648242	-83.9008849396029	-74.49861969010047	-58.86486587084238	-46.23303474354608	-82.33347260194192	-27.079996313846188	-138.74325537730218	-323.24221581312355
10000	-87.94410805324365	-86.9424743828453	-85.91332587284721	-84.18672754478676	-82.78816764865591	-80.35698427873785	-78.0906772799534	-75.23174794714309	-73.19842095970465	-76.97070996690866	-68.88141996886998	-56.02182106490656	-46.38981723765833	-75.35802022740654	-36.546192316065294	-224.71837363035965	-443.7093439257297
10000	-84.61971976430665	-83.57502126363839	-82.52229774546798	-80.83923726203327	-79.41927082025573	-77.02016165886994	-74.76984112336719	-71.9571236929412	-69.98059885284022	-73.62092196656302	-65.80332039922963	-53.59623581992206	-44.62736587027732	-71.97803725745311	-36.448039939875976	-202.53683290873582	-425.50605985066653
10000	-91.07682649353247	-90.06818048969647	-89.03436590101548	-87.2950438484733	-85.9039205353872	-83.49324705134944	-81.14684787868624	-78.22654477771908	-76.12239922710313	-80.0655622290981	-71.55238029255008	-57.874233744966375	-47.371500384307815	-78.50529016887522	-34.94179078887473	-191.57338367709605	-412.91611544866754
10000	-77.85097677143236	-76.82375451790418	-75.814812836468	-74.07338512199341	-72.70644662406261	-70.25544575050922	-68.12116721743567	-65.55559551016718	-63.77305040003066	-66.8581419082584	-60.185755854085414	-50.3408349466184	-43.93872383897543	-65.22187705887082	-43.302984426296874	-278.05990978178806	-553.0324585453758
10000	-83.33048095502737	-82.28758521711036	-81.26771152361634	-79.53179143641727	-78.15599254913401	-75.73621044944835	-73.48277077944022	-70.72497551246319	-68.75183155885043	-72.33444468708187	-64.60961974731701	-52.58162388150308	-43.78907925177389	-70.71978271700402	-35.79269820309848	-232.4965755667961	-471.78875717474835
10000	-87.57976986762613	-86.5557863365753	-85.53080278565402	-83.78214576385808	-82.39786305934985	-80.01555181631207	-77.74472054440189	-74.94435244549199	-72.98842887822993	-76.58229850761012	-68.85432170828551	-56.86061950839766	-48.18181760888974	-74.94886554333681	-41.04380789496615	-281.0063571296982	-523.1567725599787
10000	-95.87632756989963	-94.85703742176749	-93.84901117037644	-92.12335456637389	-90.67118702022225	-88.31696557542257	-86.00029802584237	-83.04145404898992	-80.93592553019676	-84.84280377544518	-76.4107171887238	-62.81386620246454	-52.42248288549319	-83.2846194863956	-40.73808807477117	-235.25324205710527	-442.73647403709253
10000	-87.67935905312447	-86.68725148080823	-85.66878506169893	-83.96837448311236	-82.52513315806237	-80.14734624699994	-77.87439579115565	-75.10312342621282	-73.14110759457577	-76.70670603646995	-69.05028402200026	-57.099391191073835	-48.50343267266293	-75.12058957313127	-41.81758875059387	-269.73777996380636	-520.207136074046
10000	-89.52320542775034	-88.54757121053619	-87.51788131090531	-85.79204378163679	-84.41930479405109	-81.95996675498945	-79.80221886174645	-77.11672866030702	-75.3553255329619	-78.58656889382233	-71.57551311547013	-60.97428797478976	-53.824011624629655	-76.99307099225844	-51.6241699352658	-328.535176454755	-573.9217961237014
10000	-97.68553879346682	-96.67546463513644	-95.64480637825939	-93.89830033645583	-92.48020315257068	-90.12882788685268	-87.75203528177364	-84.7209681988212	-82.54073011210018	-86.69095524653676	-77.80400592820959	-63.41526931869227	-52.11784512196845	-85.0841417850965	-37.6247024930864	-207.37663761714722	-430.36534805204
10000	-94.45418737536744	-93.46752085777929	-92.45980588560631	-90.71967917140587	-89.36501546256041	-86.91359493171517	-84.63735048554405	-81.97040286063998	-80.04162728577928	-83.51478683666276	-76.13566933274068	-64.93192684756646	-57.06998091518445	-81.90226448723132	-53.00915202994946	-321.7741178557415	-606.4132852398955
10000	-94.33497147500464	-93.32092221612126	-92.32976272749794	-90.60540166819456	-89.17453091916006	-86.81198422333301	-84.51333612525518	-81.69971341548504	-79.7369033826234	-83.3627740628891	-75.49799638540381	-63.214922005736454	-54.27299522521445	-81.77056079685823	-46.61638386332973	-281.882714750553	-530.0577900588163
10000	-88.61910660900679	-87.55807542685314	-86.59086911931585	-84.80383543921862	-83.45176768960283	-81.0655195972287	-78.75673366114904	-75.9005824865377	-73.8713738723939	-77.60214770137344	-69.57852867629447	-56.9915476729242	-47.67216529483982	-75.99731609097803	-39.38267252391684	-216.34287394063378	-451.112712999597
10000	-96.72514292345929	-95.71800278337258	-94.67469273458157	-92.92969643256272	-91.53961705306206	-89.16175414511228	-86.80134069415563	-83.8431421628344	-81.66980420844756	-85.73337419661503	-77.07388086355856	-63.096427847570624	-52.3256261299292	-84.13484128232052	-39.231315417482165	-236.25813763927752	-460.1708305096361
10000	-90.63372882969345	-89.59245835932856	-88.61812438824889	-86.83732823718265	-85.4666021867233	-83.05872530438435	-80.83847853291387	-78.11293072839163	-76.20268134342335	-79.6309668140433	-72.24194702744687	-60.852884424717345	-52.94430404057959	-78.03370410455543	-47.958921789844304	-299.31339302361374	-559.2155238894896
10000	-97.33071532793109	-96.32310941258122	-95.29042391499233	-93.54542599865279	-92.13687256322159	-89.76401761383856	-87.43115305907573	-84.42173328100685	-82.30673375519102	-86.36464392909946	-77.6921670073851	-63.56404521013721	-52.61546122329077	-84.74281096657558	-39.15406410839347	-202.97492188910635	-402.1574767758007
10000	-80.5757013990635	-79.55435530368725	-78.5556605263845	-76.82102597025529	-75.43025419012818	-72.99831309383828	-70.80519862239416	-68.15835230109182	-66.32409541441692	-69.59036044065458	-62.52295619648917	-51.94533944265761	-44.80043406562586	-67.9540632675905	-41.860974243942735	-296.6436117486157	-584.5537564554531
