L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
25000	-400.9299377190893	-398.49648102696204	-401.5707007839401	-396.64382729797865	-400.5395648443559	-425.104521412909	-444.838655695956	-463.7360818746368	-461.0051009199285	-486.31415177322424	-520.2340618590058	-577.3728881793331	-612.6301333910836	-574.0155076508137	-776.4387029396945	-2304.0902677102977	-3457.5804228706834
25000	-468.30001304056213	-470.24321370037256	-468.05371269234814	-470.2826761841422	-468.3717511085538	-504.98324531859055	-515.8901879404947	-548.8211662785319	-587.6247250645197	-629.2517049473049	-657.9727942439348	-703.3956194442565	-753.387934296179	-699.5346090085064	-914.1564547549782	-2440.9935662725466	-3564.1073848695182
25000	-465.94956264946376	-470.184059149042	-470.5066516993094	-471.50248330407135	-472.7436379728681	-528.0787601299941	-555.705975419036	-545.5695285037364	-574.4230809786867	-603.2668275550537	-642.0711074702341	-678.1179547399009	-717.6282531898274	-670.8025103275992	-928.5482174821758	-2335.548882603653	-3542.002961527974
25000	-454.88841315221606	-460.1189215795665	-456.8380399394939	-459.78669486713784	-464.2859518347002	-504.1613996595789	-524.7556568669269	-545.7600715583224	-558.401419229465	-589.6852071277277	-603.5347078268969	-656.3352584805739	-722.8739438524917	-666.9310838256623	-905.4751066347904	-2280.910963445751	-3429.7903213345076
25000	-493.13729008193036	-491.604318917982	-501.06529396769776	-496.54074999200037	-499.8142426279752	-553.9266874886963	-558.959739516567	-588.550545608129	-631.8947666461763	-710.3851517128121	-743.5274539470515	-755.3608354642881	-789.4999101597788	-750.2199358345019	-931.1735024984465	-2575.1237906993274	-3778.242142857518
25000	-404.13804925748474	-412.2953380827504	-403.7351929756918	-406.46040343759176	-407.9258134943991	-441.3335525472594	-455.75027797829097	-477.41203017792463	-480.8616914962224	-525.7817340761845	-534.4040680276571	-578.8744837522252	-622.8263938415521	-584.0098633537496	-773.6957437240651	-2070.3428302414004	-3171.156555801838
25000	-397.07381659289456	-395.05117849162343	-397.2686501955534	-396.6039594855077	-398.60657516715224	-427.9872789593409	-411.2989008327241	-441.5753536236168	-461.2895615994618	-484.2610209149208	-492.95096068416586	-533.2696829770072	-581.7912849618646	-516.008135191814	-804.0148609773443	-2360.8634357418155	-3575.2109262638496
25000	-566.829768488819	-576.3259830435397	-577.0262604140262	-588.8022543158753	-583.0750965610637	-670.0660267300452	-702.845911848425	-730.7498307137813	-754.0255248220724	-833.2166290633263	-849.8742028624945	-881.5966168466873	-931.3182951461677	-872.9148621579232	-1108.871739345274	-2603.7243665864853	-3707.2174319664955
25000	-477.9647344026264	-484.09717868599347	-481.0291281047155	-483.63284489961507	-491.05758649330477	-534.6966309646799	-544.9494326329404	-560.7710231234685	-569.0682565645625	-607.2851973981495	-628.2387658900695	-672.9293274350051	-745.8390818047283	-679.5103913020276	-959.3615438558438	-2588.6908676864814	-3746.921179792113
25000	-487.3678606422914	-486.7907418990586	-486.6939360647489	-490.3445241946605	-504.5276523048281	-536.4929393737915	-543.2115351974974	-569.0611297175691	-585.5386577061689	-623.581107563555	-664.0474295157743	-722.0935795245847	-782.3283001210606	-726.4758701888223	-963.9176776301136	-2534.120434380823	-3652.009168215899
25000	-462.1255078751345	-461.7860721630031	-462.96243721689586	-465.52542184737626	-464.1286829099835	-501.1243448118822	-497.25747659058857	-534.586398784122	-559.5557202022949	-613.7331945384967	-655.536474412253	-692.8594953559207	-727.231524220613	-684.207950247621	-912.8380891822453	-2484.3763585287766	-3663.4193581932927
25000	-425.2355221435348	-422.1898043378723	-421.18733397710224	-424.36843669378993	-423.20362045479914	-440.83241821165126	-449.2473381148129	-473.43856467461796	-514.5536328869678	-568.9469480093471	-584.5514777973241	-626.0654175265787	-669.0960224729025	-637.5302033718928	-787.2051568677333	-2002.7073913661632	-3034.059801253963
