L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
10000	-248.3988899782492	-250.32095934783163	-250.67321532536758	-252.2622154421016	-251.15374619257364	-281.01493727186653	-272.08418787026955	-295.1220167180983	-302.1482835604471	-323.0297921210957	-327.35427179726577	-350.6615936807096	-365.52773450707554	-351.9302699649855	-438.4528598648156	-1081.9020851782714	-1556.957205152307
10000	-194.07997305851214	-193.2032480772572	-193.18251906156775	-192.8573568732619	-193.61457606429406	-194.07229614334602	-198.86698068985123	-198.49719278910445	-219.69634407518524	-228.8522240226721	-239.9459928122887	-255.3993642224662	-269.1082979269769	-252.08996791950005	-326.8379245984465	-909.9669636678462	-1355.778646767821
10000	-208.2942436334646	-207.69351199501392	-209.38067546564213	-209.01171863427217	-208.5212048030597	-219.82656210902502	-234.197881224192	-227.78658671235584	-237.20008295105538	-267.848787551191	-288.54051340099596	-298.31832997191697	-306.62985430014504	-295.22794183494295	-357.16193300148865	-977.0388376237214	-1430.5575467579574
10000	-255.950331597974	-255.61646984641365	-257.74599768115286	-260.76255400478414	-265.2666207031779	-283.1083894027972	-293.2577928556915	-311.1767801819109	-315.0465454740447	-333.8074535655515	-351.50035935215504	-370.30493339231964	-381.6877430640676	-365.0343574510405	-452.6732774610306	-1115.9460595880416	-1544.450991625251
10000	-258.2882763304839	-261.1244659754538	-261.9663468269253	-260.23296828129776	-266.068303673715	-290.53301777299566	-296.16084889258764	-305.6258359356349	-310.3770895252454	-327.5815411780027	-338.14961475810253	-371.21730318860136	-386.4656491973667	-365.94204667767366	-475.03948838215393	-1063.9516031422468	-1503.0809331437172
10000	-168.07072550201698	-167.2711836346892	-167.53761069046354	-165.89620684895988	-165.52178222134512	-173.01817640961087	-177.96930048136687	-170.73943685818455	-185.22040159649913	-194.97146356555396	-197.09729704527453	-207.8553293602504	-228.47289684369076	-203.4543378673353	-293.320696092352	-991.4976170352232	-1491.824247636234
10000	-189.46470634680776	-189.4277881369286	-189.32703868243686	-188.79418187276292	-189.0012253562026	-197.53004049815135	-206.727043087105	-208.8382408805678	-211.42159881998086	-226.8605768799355	-240.61229874165107	-251.13725928474904	-265.57644489533845	-248.39337538986146	-322.2935525325532	-885.5755650878855	-1333.4526716413025
10000	-174.05951690616277	-173.52487382331321	-173.07674147625707	-172.42916351716323	-173.0326112201033	-187.64022808073406	-193.42256669164303	-193.5699498153402	-195.0747274588916	-215.32231551001337	-214.390738496944	-218.89990829595925	-230.6719619958096	-213.45148813525967	-299.3049504746768	-854.2106831444323	-1292.7416734497406
10000	-228.37420725282274	-226.54449422731355	-226.34320668413412	-228.08102015532663	-229.12082245686722	-240.24351486202036	-247.9152771944154	-272.1108157672689	-275.22838443746014	-289.0163435418201	-299.4661861923438	-322.17009342966816	-347.12998283362765	-319.03173394637525	-415.0205814197411	-1069.8822188235554	-1617.628142875133
10000	-244.13585340476845	-244.18847735633983	-242.30470834768846	-245.13432415632676	-245.5672276361078	-254.3749925660846	-265.907280431929	-284.27812221995976	-307.64162157795926	-323.22052102254577	-330.8893467350597	-353.68283205385234	-373.0578293954197	-357.2786245082504	-428.3663135695156	-997.947301898169	-1477.09860840637
10000	-230.78206660941458	-230.89754615794988	-231.5894143942317	-231.87339317034377	-237.5243390686087	-249.25261190323732	-250.6310391436634	-269.2875006262475	-257.50300927652006	-271.09073374929335	-276.08538170464146	-296.6806433794508	-329.61328604523936	-292.509418895815	-432.4319002540796	-1064.5088326168423	-1579.0743066017758
10000	-193.76068311448427	-194.06819184784732	-192.89867977915162	-192.90836579021402	-200.63925005411355	-213.66738791675695	-223.03560325712894	-235.6612380454427	-230.5901287966146	-239.0476399614823	-239.31721086650685	-246.18624037381127	-261.945633981841	-246.21564732436715	-319.73814350370697	-919.4966891657882	-1367.7839607193487
10000	-221.18924671979286	-220.7819837688837	-222.0572240487163	-222.92479291382614	-222.99493785677936	-240.52144362408904	-234.3365622342911	-255.46071471396456	-269.55306743286695	-297.1638388748229	-303.73496643633234	-317.4982369726758	-331.3576323047158	-309.45928349253705	-402.5091046377805	-1075.7803365695966	-1610.039826199192
