L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
79000	-1052.5340976535815	-1060.100141850033	-1054.4226839657863	-1058.4343466250982	-1069.6561686879506	-1162.5752612746992	-1212.5211906793143	-1279.2465779701815	-1333.171903540458	-1474.7639515881863	-1583.708490285361	-1696.2224237738653	-1887.4676540878497	-1680.6247917057597	-2445.6107743364314	-7525.095242238913	-11461.515125452057
79000	-1166.6236332867413	-1180.905101795337	-1180.5801953504765	-1188.2844448354704	-1206.8170236742922	-1359.5833582257603	-1380.8951606867606	-1528.4901544794857	-1569.4862482168824	-1745.8908948960143	-1835.5724441082127	-1975.8372323165231	-2103.5269632168943	-1990.84104115527	-2577.7498385108297	-7318.364064339732	-11130.781487913095
79000	-1047.021676449196	-1049.498459267281	-1048.091750420019	-1053.1404142397464	-1057.5688755304607	-1148.8549262584181	-1197.559541706274	-1290.5768813878626	-1351.6792243488994	-1492.8693512463547	-1544.2719070666185	-1658.2458460672024	-1800.8628857391932	-1653.0940625778144	-2403.999455401392	-7206.82308588336	-10899.852827255088
79000	-1080.8658779645216	-1088.5873969764702	-1083.231821652857	-1091.1359987883573	-1103.8603255624892	-1183.003227592844	-1240.677228203693	-1312.151526459895	-1368.185814030887	-1496.9459026763934	-1583.9754898417473	-1747.8687962113052	-1922.3186450392238	-1721.5220916734095	-2532.337249767757	-7355.583289061553	-11175.71047835123
79000	-1087.3121490217966	-1093.4510269903335	-1096.1341691847765	-1100.619325124369	-1116.2603124720933	-1239.0611478620851	-1286.1557703169535	-1362.0467521237254	-1406.9576807596409	-1534.583702854427	-1609.7863530456193	-1756.0319159569121	-1905.6663304621093	-1742.2959468738059	-2487.0117357994513	-7454.725179465624	-11201.69481964345
79000	-1074.9892904464696	-1072.0808527779411	-1071.7174982379697	-1084.9714010473613	-1089.7384230989344	-1219.1387215058126	-1256.779396415251	-1317.9586977448241	-1368.3961226501524	-1468.39259345872	-1549.7524150916838	-1705.1888202568014	-1910.1076097677014	-1677.894419202754	-2516.3495516425833	-8121.220862612908	-12109.311889221575
79000	-1107.9360618374606	-1106.2035213546583	-1111.2011075136631	-1115.8533792416213	-1118.4959690619366	-1209.4317116570023	-1250.03593044534	-1309.4603162200347	-1373.6800656286919	-1511.340043569863	-1605.0893330247648	-1807.031855096742	-1977.8306615085082	-1791.8185660960337	-2590.8170292211607	-7691.385086300799	-11569.285184361566
79000	-1066.3754012274628	-1071.6134506788162	-1076.5364427850968	-1079.2423339615889	-1081.0722287298665	-1184.0394326000537	-1257.9790936158888	-1308.1005078489077	-1385.961624522256	-1513.6292022857158	-1624.604558914523	-1751.6477897479376	-1867.0524393384726	-1747.4617322903468	-2350.423223009398	-7032.616493485341	-10574.535611622441
79000	-1194.258610235621	-1194.3479240724764	-1204.6437829980423	-1208.2189742579933	-1221.3130795466789	-1370.8419558864887	-1439.7374903443208	-1516.5297558059897	-1585.9901969190594	-1719.0388240987782	-1774.616474876181	-1963.523980646234	-2128.861185056784	-1966.6497451644811	-2741.7880480312933	-7730.287061705703	-11483.999282380233
79000	-1085.9460230296436	-1090.2648169294641	-1088.4696306493859	-1090.710030033103	-1097.9816250039114	-1200.8278198921098	-1253.9923442776303	-1327.8769630532115	-1407.9493460217589	-1553.1315772893988	-1636.4100606879695	-1783.9627839743532	-1926.213597822981	-1787.0545697671748	-2460.287912740883	-7162.504778897815	-10872.110508931151
79000	-1100.4114116547055	-1103.92782530115	-1107.0019141826203	-1109.8557502990118	-1124.0223401968497	-1216.9918028756979	-1281.2023780494299	-1367.7282066671985	-1396.5483031457657	-1518.2168476673367	-1644.4490276893844	-1808.916870785263	-1964.9025923201368	-1778.1074549366413	-2581.1328078095803	-7494.075862310016	-11355.676614908089
79000	-1110.9885125485898	-1110.5324661116292	-1111.9780941302577	-1115.4247399069238	-1126.4904540910989	-1262.1382555032449	-1288.0663148101655	-1342.1296199053843	-1434.3729903702722	-1568.2035770571154	-1668.8788171820213	-1829.0313940604735	-1958.226584002138	-1796.101094779551	-2509.398267204879	-7342.307006973008	-11116.890283437257
79000	-1166.7983835243838	-1164.3408471786963	-1165.6826094814887	-1178.1560574215048	-1185.864265326091	-1305.8017966400544	-1357.3118542302393	-1430.4954870638937	-1509.7162441566031	-1673.8405089234402	-1750.9008347022184	-1902.4270630410745	-2060.424401363639	-1911.77810210731	-2662.8893355148666	-7176.8529135069975	-10780.957686654174
79000	-1156.3339240754415	-1157.2525223301934	-1162.2024161245845	-1175.4632964414736	-1174.265832169103	-1303.189283474019	-1348.6622022549277	-1426.122192038347	-1521.6281556972806	-1651.6322915207631	-1724.2359902135502	-1905.3295219179058	-2077.4726660252445	-1893.5291989527311	-2673.8047470325437	-7838.782113333016	-11576.131582684882
79000	-1197.6546426036143	-1206.1881412977996	-1204.014419802959	-1209.175331117031	-1226.93921198156	-1382.8980349453807	-1440.7221735102323	-1529.6569600979794	-1604.7627753553422	-1753.8581852692719	-1814.3778661450772	-1957.855208041306	-2111.2092445303697	-1924.5074360110746	-2716.692780142334	-7751.406011019465	-11461.358606347107
79000	-1124.0854189629295	-1123.4533529787293	-1128.1344862318617	-1137.9474968448292	-1151.3887475889476	-1276.1592264218125	-1320.5070312757282	-1406.8554930837292	-1446.743027343746	-1636.2134723319778	-1696.5647028674573	-1845.4414070286948	-2004.2162446055524	-1832.200575487793	-2585.855730058	-7293.0994195521625	-11217.565568113414
79000	-1097.304968780785	-1100.756997339485	-1102.7229906391317	-1121.2570080840753	-1122.765323015419	-1239.7219829285768	-1285.6462790511375	-1398.9197896015323	-1433.257318303861	-1589.7356961135456	-1658.1629394895297	-1801.6278799362863	-1964.7273473630705	-1758.34817574847	-2492.2850768236503	-7346.132686095509	-11159.954085017393
79000	-932.9629641277338	-932.9270828687331	-931.7765054138755	-932.666663513581	-935.187589739992	-1017.51499041881	-1033.884663497351	-1113.7130625261102	-1125.1696456217035	-1250.1522593640505	-1300.3098844762694	-1443.730337837741	-1582.2155904582874	-1428.7582621920867	-2139.137104171867	-6759.5415589204595	-10506.21577728313
79000	-1039.0701477614111	-1032.3481334920205	-1041.4113473690086	-1043.8705841074236	-1047.1298402376044	-1138.1047296669906	-1169.1362595365115	-1247.034088178479	-1319.678901484822	-1444.0118678672395	-1507.8344625367201	-1625.48362085027	-1790.3133448509532	-1608.0764641423623	-2380.189863920124	-7039.63775391956	-10666.452472332374
