L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
13000	-211.5140631063116	-211.59934761956114	-209.89831476557418	-210.38018198448555	-209.3090340993927	-210.3780665484081	-210.51639582481627	-222.73125044305274	-224.38929309476842	-236.63970741803055	-240.4987006191158	-266.68654489121815	-294.56661674969405	-262.6054921776575	-384.9245639277536	-1345.155561259003	-2046.184821448134
13000	-286.78942551463024	-288.8256103782646	-288.4826241989223	-291.1727529092778	-290.8507150175719	-313.5763637536327	-321.9580554049321	-331.52627941867814	-359.4111946400099	-390.1915759305757	-400.39884943244624	-420.5742987305407	-441.41809155084115	-415.55233006405774	-537.0341703543996	-1424.7469505185657	-2065.98465700497
13000	-309.73248197589635	-309.35321433727813	-311.1373447102648	-311.983439216199	-313.7974825358567	-337.9678851947647	-343.5720674204291	-371.4399248056822	-382.5313372127385	-426.0755254267848	-443.50571992115704	-468.0919736970575	-486.39175305593665	-454.0678508667004	-585.7789162807869	-1515.5009865653792	-2213.85036221027
13000	-283.46397616741564	-282.01363782298705	-286.171152447522	-289.27931502048057	-289.79572502495785	-316.89398297061337	-317.1241216188172	-341.9245775430827	-352.7245103613505	-386.8987751714678	-399.88067973590734	-414.6615627358215	-429.45395993657456	-411.5018130998653	-495.3175056842637	-1277.0386116667073	-1852.6545958760823
13000	-281.83207991133514	-282.34839087187635	-281.79326190682497	-282.11855577581946	-283.6429406074195	-306.3182691824645	-315.99593108353065	-323.999061417033	-335.7413407799248	-366.71871170413493	-381.2716466957943	-408.27988737337665	-439.74441114329073	-417.75466082344053	-502.4253005859179	-1181.6604385914193	-1757.5995279495796
13000	-323.5973721335864	-327.59647769308253	-327.9425925757357	-330.6544273088713	-330.93652905252577	-371.44446693829065	-393.8568306889632	-404.1552015266602	-417.085755108947	-426.35162753940074	-445.4902420148495	-461.8573952561972	-482.5039315469146	-464.53683390862494	-581.5442283233954	-1416.0313204713154	-1995.7062057808562
13000	-267.68622972695454	-268.2854456325748	-269.1971347512366	-269.9396717783689	-277.4173613896821	-290.8207167569486	-295.99096838821265	-300.8836643579241	-312.9316273956435	-336.62272174954506	-345.73932215650814	-371.7863311165672	-396.1983052646243	-361.0679692123054	-504.4275091824934	-1337.966918808417	-2030.5277553469186
13000	-255.23917322661057	-257.9536137590172	-260.58759600538616	-258.9934686658003	-259.14762814367185	-282.4305519179363	-290.3142243226445	-302.92771468157645	-320.6830501892189	-349.3733154159704	-352.7751072025973	-358.3351721969326	-373.62259906017596	-353.7076378524794	-454.33788909895867	-1225.0339988361168	-1823.2328549187916
13000	-249.92651169460953	-257.37384664821536	-248.6021770143483	-258.25866084287753	-252.40439159626115	-274.2847839150917	-272.6598949023707	-281.30310537674364	-292.73241114958347	-307.11029159643977	-318.2204045038823	-340.73303345408544	-380.0014878633937	-357.25002949492836	-466.15540330653704	-1334.0510386953674	-2000.5643529061952
13000	-257.2249562906903	-259.835692219302	-257.2898054413064	-265.36646443911013	-258.2216611801725	-270.19593097582253	-273.09260425593095	-284.3130883922946	-291.0464650983187	-314.30089566066897	-338.4388565663226	-351.4461344534212	-369.41494322873393	-341.5953782546583	-481.0690270568667	-1373.5700287593925	-1989.215915177317
