L	NEUTRAL_0.5	-4.0_0.0	-4.0_0.1	-4.0_0.3	-4.0_0.5	-3.0_0.0	-3.0_0.1	-3.0_0.3	-3.0_0.5	-2.0_0.0	-2.0_0.1	-2.0_0.3	-2.0_0.5	-1.0_0.0	-1.0_0.1	-1.0_0.3	-1.0_0.5
1000	-33.239359497101596	-33.114561338183634	-33.21871429308972	-33.13857434582764	-33.10648294599073	-34.26120039948626	-39.336181313193045	-39.03403079337861	-38.81272057494818	-39.22199871305261	-38.339462002102266	-36.94752241066119	-35.85446566626617	-39.068090613301706	-34.67135664317041	-55.57088425583707	-72.0448682102385
1000	-89.29567948600409	-89.3935281290423	-89.44504443057828	-89.59926175284279	-90.7462392882508	-89.61141815967402	-91.12504116057431	-92.4546546705451	-93.52581934710643	-92.89593077026387	-100.85130455621672	-112.50195322490389	-123.30983470678238	-115.9729255991702	-149.2406057821883	-204.70044843696022	-237.407766134017
1000	-31.83130807827667	-32.93536904554467	-32.561568215932894	-32.162151418018404	-32.5365116619389	-37.98767120374137	-37.78627271852619	-37.558295360699084	-37.41603847433756	-37.64157845093108	-37.13848072700729	-36.49692521662162	-36.24214852436923	-37.47718991895616	-37.292868574045414	-71.25801996972119	-114.0572398251396
1000	-31.794716931099593	-31.691107312236472	-32.22313519536686	-31.624770135133677	-32.35621491457288	-32.765780357266195	-33.681187950182554	-38.127925964563815	-38.03908515123463	-38.13640104015495	-37.85187176659614	-37.70061313223671	-37.93195630747425	-37.98133368109071	-40.19706460332381	-77.84743248638303	-121.65953594265164
1000	-35.490038457846	-35.56578977809071	-35.35562874767925	-35.27634669706495	-35.37746282976677	-34.870509861642624	-35.2316671546702	-35.09499172252603	-35.18394523585773	-34.940849317112345	-36.337008928352766	-41.342354640170456	-41.03836704496908	-42.38920162848452	-43.73896205863772	-75.76439053083399	-106.91011103818597
1000	-24.780542801264517	-24.681514618088855	-24.589938520589847	-24.430778160871547	-24.293965224520203	-24.028525658870524	-23.869073811203773	-23.67164194450858	-23.559573553747672	-23.697595730754937	-23.3694843782758	-23.15163098893022	-23.31853341165133	-23.522454389943167	-25.693776761745077	-72.92481740864332	-114.78511153022534
1000	-32.59763899107569	-32.528132522656094	-32.42166309330717	-32.28435035988298	-32.13302781825222	-31.876471043750403	-31.707632820765138	-31.64211822856777	-31.507104475181702	-31.53801779576859	-31.389185210685955	-31.757522198442476	-32.76232968634916	-31.299636087231075	-40.1810714141062	-103.25551573058333	-158.28056611833023
1000	-66.82263890390021	-65.99275357961751	-66.26832988230846	-67.64349799937602	-66.08254234266502	-67.9861032977291	-68.68238027713893	-70.27422344180913	-70.55625299794113	-80.7791206705296	-80.82770094248679	-81.59792080172393	-82.92788362221374	-80.5729396050477	-91.62889637411595	-194.39978744168286	-239.64526868380767
1000	-53.39942265599832	-53.96413411306999	-53.402900864100225	-53.99045875678357	-53.623290354437145	-54.782406682001145	-55.81466727970888	-60.880786292637	-56.46495534975802	-60.440192693640455	-62.08264874715678	-69.44757904118042	-70.90150893907328	-68.06846380762549	-77.3599184619354	-174.32826127134467	-238.76325968750342
1000	-37.507252457848544	-37.40521938170379	-37.32381398543228	-37.15049929115966	-37.031311071812134	-36.74993092029538	-36.58569216343385	-36.52435485711268	-36.56407766276601	-36.386867679954605	-36.643447816865134	-37.59202010699848	-39.02621581879328	-36.209170533785496	-46.579518353286566	-143.75386705465763	-194.6269997530753
1000	-47.23390137152049	-47.26734617301301	-46.628736923331324	-47.18129600403291	-46.80506456366557	-47.331670178230574	-49.45354536965723	-54.144995699452	-49.03408237150996	-53.737194983537215	-55.222555158760315	-62.38352799589788	-63.63650167821616	-61.308249483444826	-69.04992671129574	-144.13956482624945	-208.47004339433258
1000	-56.04059592758913	-56.22429471987872	-55.765940462023174	-56.16351554168908	-56.33849542891445	-56.66774660776891	-56.33276103336378	-56.80120224039938	-57.441021556890114	-57.38492688603576	-64.18139762657606	-66.8772266893367	-75.05017392305115	-65.58289349756419	-90.15662109500813	-143.9883045406701	-184.04211043050222
1000	-34.16723392982355	-34.32748531509796	-34.522517816136464	-34.12725550396085	-33.94608775917479	-34.30024361417998	-33.84099676698311	-34.687455876401565	-34.72121165972832	-34.264481911037834	-34.90503099250658	-41.355738935078264	-42.10004422326233	-41.31572752325225	-49.14376295658134	-90.74742152932586	-133.16230642277884
1000	-56.60652620959778	-56.713475556122276	-56.49178723268467	-56.490912196483876	-57.570130437017816	-57.50980065900678	-57.78755763211996	-61.1579243389725	-60.1577268563873	-70.75513711986702	-71.45052222081785	-73.4078934238366	-76.02285094947017	-70.58850396560874	-86.22430337742257	-179.89391914667905	-272.2157181712917
1000	-30.954213731587625	-30.841884983198884	-30.751498932197677	-30.606820389960546	-30.505903900473655	-30.19425605586466	-30.058335563821153	-30.036708813322292	-30.07548400686756	-29.86083237826153	-30.2439842191769	-31.54162467240899	-33.32674641382459	-29.694311775189703	-40.26714159556434	-119.91855349201258	-197.57180919338043
1000	-21.024882518537606	-20.926031738505266	-20.84010793838428	-20.6678573041566	-20.5400638133294	-20.27993891049575	-20.08859231197724	-19.888445752279402	-19.79463980452304	-19.93439480670327	-19.58728788901439	-19.25663819089483	-19.308409868376874	-19.7843726135074	-21.442466576757035	-61.833918943206605	-98.08646676314824
1000	-37.13881756583041	-37.03647694755268	-36.92563911695534	-36.81846670857262	-36.624047471693615	-36.42063332609424	-36.277655367811725	-36.095940714312306	-35.96139913657245	-35.90714075962519	-35.87847751483786	-36.04566063735947	-37.292659145722354	-35.75741354630217	-59.25356814651302	-96.68256802701943	-131.30602167208315
1000	-59.272913630028754	-58.44555205137664	-58.51828765006587	-58.23743337118271	-58.66324667596616	-58.77843776952428	-58.61060195323399	-59.828032728496	-60.25417591944589	-59.68855637122916	-67.03507471299284	-70.88958384103172	-78.73038812067243	-66.12526674869233	-101.48845582981426	-161.7911136364302	-231.63549967810883
1000	-41.92628072565501	-41.311523751755466	-41.56562425047259	-42.40220151368508	-42.07658687931756	-42.36914114498228	-44.1904602640346	-43.04844661238483	-43.3779557082629	-48.48797109584846	-48.49868882290801	-49.59064426139445	-54.65855068454431	-56.83374647064484	-54.70197717009518	-85.28639654388681	-110.93964401373327
1000	-48.28685070832308	-48.16975057526439	-47.674653485926825	-48.08087108060758	-48.51383342815811	-48.53879359608602	-50.42959194147674	-50.443442401270886	-55.136892694990365	-54.827617682259636	-55.295832705183756	-56.839932485801825	-65.17060528103198	-56.46164891994582	-73.52856289014746	-105.16339731309927	-144.9260713071695
1000	-31.031783723851984	-30.90821848761064	-30.8204367507928	-30.665516073676695	-30.53691166690932	-30.274597364288145	-30.11569626204577	-29.992968253699466	-29.922798424930495	-29.941589891542364	-29.897830101040913	-30.216398377201937	-30.981160553226808	-29.75962155085225	-35.34002038500945	-116.23953277830347	-150.83243186074623
1000	-50.834278684010926	-50.670300971309956	-50.5506797625684	-50.83532950309294	-50.63265318579699	-56.58557043313399	-56.66475602751015	-56.57929327403274	-56.571827936300494	-56.30841722988963	-56.758657795311706	-57.83436198684774	-60.76992468691135	-56.136537851418765	-72.90546839473912	-143.82851464382384	-198.44424671250633
1000	-46.63991996954122	-46.37684382847549	-46.35218399749771	-46.02120992556826	-45.99332359509837	-45.690825146141805	-45.88989358881017	-45.991291773338105	-46.030328506917094	-45.585792378866024	-45.95009233994466	-48.79806112199309	-57.60437217767251	-46.27931104872753	-65.83787598424738	-160.4715245192114	-238.14529067132386
1000	-48.89023932548277	-48.66101044930066	-48.64182230243223	-48.44612713372332	-48.849623619808455	-48.27917865190799	-48.49550411149149	-49.27829315261751	-50.16091552230391	-48.338287594353766	-56.700339271224685	-59.218070778500945	-66.61817056770754	-64.25832644756564	-74.4475296184318	-141.22553788755366	-194.77020572013015
1000	-30.877241604296213	-30.79524566843035	-30.698508060466153	-30.51855964491042	-30.372593925605536	-30.13968127698697	-30.01487823396898	-29.873169926144143	-29.9029522949575	-29.801199469884967	-29.864650294166726	-30.48679413528483	-31.608428372252057	-29.60383792316663	-38.338647104255344	-111.7710562857296	-162.71164820352166
1000	-70.66802794546199	-70.11403386678668	-69.92089705437574	-70.4287922600302	-70.15309169041451	-69.91608189520483	-69.95899185404622	-71.2429024944986	-71.3489189172749	-70.20156988882754	-72.57088219549902	-82.64550728546635	-92.03374910310202	-86.49766034404644	-108.73957677146906	-189.5825650391581	-242.00729372713843
1000	-37.554400854947424	-37.613829987957004	-37.22149896313257	-37.16632571341272	-37.06305986528889	-36.9403686423591	-37.86116357726361	-37.541189182151896	-38.23654522618809	-38.25795253505148	-44.09668892916364	-44.24013185581747	-45.099613757013	-44.055814937853036	-51.56590048351133	-108.89682425442736	-148.28683572004763
1000	-54.08578463087679	-53.86320774750677	-55.61011474173488	-54.26185428813567	-54.477868605794804	-60.32748782819155	-61.55956839609415	-61.42208212536169	-62.46355002184443	-67.06381254575662	-67.03429298422687	-67.38273075435555	-68.20101398307706	-66.89245014525848	-72.9288880736318	-142.33276144172405	-192.04237077305706
